Id,SalePrice
1461,124770.99
1462,157269.25
1463,192500.81
1464,196457.97
1465,196205.39
1466,176454.39
1467,171464.69
1468,179324.88
1469,192313.05
1470,133277.03
1471,203000.02
1472,91906.72
1473,99371.94
1474,155709.75
1475,137775.78
1476,439981.7
1477,264225.56
1478,318219.66
1479,236566.9
1480,470266.62
1481,339780.4
1482,207542.75
1483,177331.5
1484,176306.11
1485,175828.6
1486,205698.77
1487,392943.62
1488,245662.3
1489,226026.47
1490,208110.58
1491,183470.58
1492,93260.1
1493,210455.7
1494,289273.66
1495,294268.66
1496,260427.34
1497,194599.33
1498,167032.61
1499,163931.52
1500,144982.52
1501,183732.86
1502,171245.81
1503,332597.72
1504,244957.55
1505,219622.72
1506,200554.34
1507,231951.12
1508,204589.2
1509,172958.45
1510,145115.52
1511,136534.56
1512,162171.58
1513,153908.66
1514,185220.83
1515,201406.48
1516,164264.94
1517,154068.12
1518,128171.87
1519,229887.8
1520,142440.08
1521,148385.44
1522,167756.33
1523,119849.57
1524,115483.59
1525,136484.56
1526,125406.95
1527,105170.08
1528,123694.99
1529,150868.84
1530,171049.58
1531,123128.055
1532,100751.62
1533,135219.12
1534,129046.28
1535,164966.5
1536,118918.6
1537,83371.79
1538,185885.17
1539,163225.48
1540,103970.87
1541,154438.11
1542,161143.64
1543,224878.45
1544,86260.17
1545,115453.0
1546,123710.71
1547,139969.0
1548,141425.77
1549,107034.63
1550,159225.6
1551,119725.234
1552,158145.86
1553,153529.98
1554,117695.18
1555,173394.58
1556,84012.86
1557,100904.4
1558,84013.875
1559,96862.01
1560,153481.03
1561,143251.72
1562,117639.5
1563,122414.94
1564,154872.64
1565,160096.98
1566,211555.6
1567,72750.16
1568,245437.92
1569,135736.19
1570,124387.62
1571,136073.48
1572,156561.08
1573,261658.28
1574,116392.63
1575,220394.25
1576,222079.64
1577,212141.25
1578,161225.95
1579,146982.44
1580,193192.6
1581,139255.08
1582,130364.74
1583,328937.88
1584,239061.02
