Id,SalePrice
1461,130194.5
1462,159106.84
1463,186437.64
1464,183049.37
1465,200138.42
1466,182031.12
1467,167602.22
1468,176933.97
1469,185013.1
1470,119244.19
1471,198353.68
1472,98828.5
1473,99336.5
1474,156152.0
1475,146795.53
1476,372106.2
1477,250137.32
1478,308465.83
1479,259331.8
1480,449177.31
1481,310762.38
1482,206706.83
1483,172972.97
1484,180171.36
1485,173474.73
1486,203544.45
1487,329713.99
1488,237628.94
1489,208810.03
1490,200868.44
1491,193107.76
1492,99151.89
1493,171531.82
1494,300876.98
1495,297408.36
1496,233707.04
1497,193768.91
1498,155208.09
1499,155347.25
1500,151411.92
1501,174568.82
1502,165838.75
1503,303105.2
1504,226396.6
1505,221074.34
1506,186906.5
1507,230306.4
1508,200712.82
1509,163592.0
1510,151557.5
1511,150151.0
1512,172014.27
1513,147407.58
1514,165999.32
1515,181114.42
1516,157365.64
1517,154477.65
1518,130544.54
1519,228256.7
1520,138834.0
1521,146191.0
1522,160539.0
1523,114192.92
1524,125183.46
1525,122992.8
1526,128608.83
1527,104980.44
1528,127185.54
1529,142897.75
1530,165095.9
1531,133704.42
1532,105978.5
1533,149211.3
1534,114851.8
1535,165803.36
1536,117245.23
1537,76648.76
1538,184096.87
1539,241491.67
1540,116859.57
1541,144388.59
1542,144407.68
1543,220240.69
1544,79513.72
1545,101047.3
1546,119016.43
1547,141187.34
1548,139058.59
1549,117093.76
1550,141879.5
1551,116353.15
1552,144144.58
1553,143364.39
1554,115663.9
1555,171530.24
1556,100094.32
1557,127988.93
1558,97311.51
1559,121190.0
1560,149965.34
1561,152710.34
1562,126231.0
1563,125304.83
1564,165674.19
1565,154760.25
1566,220095.34
1567,78556.0
1568,225503.54
1569,147204.48
1570,129922.75
1571,135936.32
1572,150203.5
1573,243117.7
1574,118485.31
1575,215084.16
1576,217246.7
1577,205909.99
1578,145444.7
1579,146853.3
1580,192932.55
1581,141549.34
1582,132160.5
1583,321529.66
1584,235923.42
1585,142775.4
1586,77676.8
1587,106994.59
1588,154192.67
1589,99723.74
1590,134263.67
1591,108741.5
1592,124354.68
1593,116006.31
1594,147838.1
1595,122014.99
1596,228800.2
1597,171794.82
1598,183931.85
1599,219065.08
1600,194609.86
1601,80889.72
1602,114051.79
1603,95703.49
1604,271553.25
1605,250609.16
1606,166152.19
1607,156232.29
1608,211947.45
1609,201628.66
1610,165507.96
1611,149752.87
1612,170189.15
1613,162491.54
1614,124144.59
1615,91581.0
1616,86377.5
1617,88910.5
1618,128491.5
1619,133353.33
1620,157227.02
1621,135382.1
1622,160452.68
1623,290962.94
1624,216914.5
1625,132157.66
1626,170905.9
1627,188484.07
1628,281203.46
1629,176586.8
1630,350238.16
1631,222409.96
1632,245810.76
1633,171422.69
1634,183675.15
1635,182385.62
1636,159291.07
1637,178719.21
1638,214264.65
1639,180557.0
1640,246240.74
1641,187004.0
1642,223293.95
1643,219927.95
1644,219031.61
1645,182794.5
1646,153328.37
1647,161892.95
1648,142060.8
1649,142842.0
1650,121469.68
1651,121649.95
1652,94955.0
1653,100535.5
1654,158968.4
1655,158556.4
1656,153832.9
1657,155334.0
1658,155353.2
1659,147267.6
1660,145605.83
1661,432011.45
1662,393160.91
1663,371606.47
1664,458450.97
1665,312904.88
1666,328474.5
1667,353242.91
1668,329387.7
1669,305970.79
1670,336747.48
1671,260084.88
1672,475952.36
1673,304768.91
1674,249807.73
1675,187019.73
1676,188353.13
1677,210725.92
1678,467879.6
1679,382187.56
1680,320572.19
1681,266932.88
1682,308786.4
1683,188301.06
