Id,SalePrice
1461,129554.45
1462,154730.73
1463,182473.5
1464,187700.53
1465,185227.62
1466,177461.84
1467,178725.88
1468,173824.42
1469,185929.8
1470,123961.125
1471,203773.28
1472,94547.12
1473,98962.69
1474,153318.55
1475,129034.266
1476,409584.16
1477,262484.22
1478,298469.12
1479,248726.75
1480,496244.53
1481,299083.2
1482,207386.94
1483,176967.95
1484,171714.0
1485,172602.8
1486,195290.7
1487,312932.0
1488,239249.19
1489,215283.0
1490,207589.36
1491,187201.84
1492,90960.3
1493,192001.0
1494,309681.12
1495,279919.72
1496,223222.44
1497,194289.66
1498,156084.52
1499,158058.94
1500,161935.6
1501,177700.89
1502,162266.86
1503,298886.38
1504,234755.34
1505,216111.75
1506,184050.61
1507,238794.2
1508,209266.23
1509,163202.31
1510,151091.8
1511,147719.31
1512,172702.44
1513,154886.52
1514,161395.62
1515,165177.3
1516,159707.2
1517,162962.17
1518,136198.08
1519,223311.06
1520,137108.25
1521,139622.95
1522,155563.11
1523,112917.89
1524,119020.21
1525,123847.03
1526,125237.46
1527,98550.03
1528,135480.92
1529,151153.44
1530,168242.42
1531,130126.086
1532,104347.914
1533,138689.39
1534,118545.305
1535,159118.27
1536,109129.99
1537,71058.57
1538,187081.98
1539,196825.77
1540,107944.43
1541,147376.75
1542,140027.28
1543,235998.67
1544,70729.73
1545,110651.92
1546,121218.83
1547,137966.67
1548,134880.72
1549,111245.23
1550,142249.19
1551,123973.11
1552,138883.67
1553,140443.17
1554,121630.76
1555,174867.7
1556,101007.43
1557,108577.9
1558,104693.91
1559,103564.57
1560,136679.14
1561,171099.56
1562,131387.81
1563,121678.12
1564,160139.03
1565,147939.28
1566,228096.73
1567,66668.914
1568,249234.23
1569,172126.56
1570,138252.27
1571,140202.33
1572,152163.34
1573,244898.23
1574,142413.05
1575,207886.3
1576,225682.81
1577,209173.9
1578,144978.25
1579,139572.55
1580,191935.03
1581,151994.55
1582,132232.75
1583,320862.3
1584,236611.06
1585,141916.38
1586,70271.74
1587,99803.56
1588,144689.27
1589,86975.766
1590,132667.84
1591,101155.805
1592,124081.38
1593,120668.28
1594,139039.78
1595,125719.93
1596,255588.28
1597,183172.25
1598,185600.47
1599,190885.08
1600,181124.81
1601,79797.33
1602,119601.47
1603,73570.82
1604,272108.22
1605,248017.86
1606,164407.61
1607,167952.45
1608,218382.02
1609,206167.75
1610,173316.28
1611,141442.88
1612,174816.92
1613,163349.5
1614,114603.28
