Id,SalePrice
1461,129000.0
1462,157000.0
1463,167500.0
1464,187500.0
1465,220000.0
1466,187000.0
1467,138500.0
1468,178000.0
1469,173000.0
1470,120500.0
1471,206300.0
1472,88000.0
1473,106000.0
1474,155000.0
1475,139400.0
1476,426000.0
1477,256300.0
1478,314813.0
1479,270000.0
1480,386250.0
1481,278000.0
1482,192000.0
1483,169990.0
1484,213490.0
1485,190000.0
1486,225000.0
1487,423000.0
1488,252000.0
1489,224500.0
1490,184000.0
1491,180000.0
1492,121000.0
1493,130500.0
1494,337000.0
1495,325000.0
1496,222000.0
1497,213490.0
1498,151000.0
1499,151000.0
1500,81000.0
1501,176000.0
1502,173000.0
1503,392000.0
1504,213500.0
1505,222000.0
1506,154000.0
1507,240000.0
1508,185000.0
1509,162000.0
1510,147500.0
1511,170000.0
1512,152000.0
1513,172500.0
1514,207500.0
1515,144000.0
1516,180500.0
1517,134450.0
1518,124000.0
1519,311872.0
1520,145500.0
1521,160000.0
1522,159000.0
1523,115000.0
1524,135000.0
1525,123000.0
1526,134500.0
1527,79900.0
1528,124500.0
1529,155000.0
1530,207500.0
1531,107400.0
1532,119900.0
1533,161500.0
1534,110000.0
1535,131000.0
1536,120000.0
1537,60000.0
1538,178000.0
1539,122000.0
1540,113000.0
1541,172500.0
1542,140000.0
1543,200000.0
1544,88000.0
1545,80000.0
1546,105000.0
1547,152000.0
1548,152000.0
1549,75000.0
1550,162900.0
1551,108480.0
1552,140000.0
1553,135500.0
1554,66500.0
1555,127000.0
1556,101000.0
1557,140000.0
1558,91000.0
1559,113000.0
1560,135000.0
1561,207500.0
1562,110000.0
1563,144000.0
1564,181500.0
1565,135000.0
1566,226000.0
1567,76000.0
1568,211000.0
1569,165500.0
1570,128200.0
1571,159434.0
1572,148000.0
1573,335000.0
1574,140000.0
1575,206300.0
1576,185000.0
1577,224000.0
1578,207500.0
1579,149900.0
1580,180000.0
1581,155000.0
1582,129000.0
1583,325000.0
1584,236000.0
1585,140000.0
1586,72500.0
1587,105000.0
1588,138500.0
1589,68500.0
1590,158000.0
1591,105000.0
1592,107500.0
1593,107500.0
1594,160000.0
1595,131500.0
1596,222500.0
1597,170000.0
1598,155835.0
1599,213500.0
1600,220000.0
1601,89000.0
1602,125000.0
